order_item_id,order_id,product_id,quantity,unit_price,discount_percent,total_sales,profit
I000396,ORD-11557,P00028,3.0,48.47,20.0,116.33,32.72
I000397,ORD-10783,P00032,1.0,156.51,30.0,109.56,10.27
I000398,ORD-10954,P00010,6.0,64.17,10.0,346.52,144.4
I000399,ORD-11085,P00033,1.0,57.21,15.0,48.63,6.53
I000400,ORD-11684,P00003,1.0,14.44,5.0,13.72,0.94
I000401,ORD-10820,P00001,3.0,100.41,5.0,286.17,104.2
I000402,ORD-11293,P00007,2.0,8.3,5.0,15.77,-7.14
I000403,ORD-11529,P00024,12.0,10.19,10.0,110.05,29.09
I000404,ORD-10009,P00013,5.0,20.76,5.0,98.61,37.46
I000405,ORD-10301,P00039,4.0,6.4,20.0,20.48,-4.99
I000406,ORD-10738,P00001,9.0,156.74,0.0,1410.66,619.46
I000407,ORD-11681,P00009,2.0,127.96,0.0,255.92,89.58
I000408,ORD-11234,P00034,14.0,36.74,5.0,488.64,203.98
I000409,ORD-10023,P00031,2.0,11.42,0.0,22.84,-1.95
I000410,ORD-11515,P00017,4.0,37.02,10.0,133.27,49.79
I000411,ORD-11537,P00023,9.0,82.15,10.0,665.42,237.4
I000412,ORD-10550,P00029,2.0,53.25,5.0,101.17,34.52
I000413,ORD-10927,P00015,3.0,185.14,5.0,527.65,184.98
I000414,ORD-11657,P00027,3.0,29.47,10.0,79.57,20.53
I000415,ORD-10201,P00020,5.0,6.31,10.0,28.39,-7.92
I000416,ORD-10457,P00028,6.0,50.95,25.0,229.28,58.34
I000417,ORD-10219,P00007,2.0,13.7,5.0,26.03,2.65
I000418,ORD-10571,P00039,5.0,8.73,20.0,34.92,2.09
I000419,ORD-10688,P00036,1.0,34.68,10.0,31.21,1.5
I000420,ORD-11628,P00027,1.0,25.23,30.0,17.66,-1.58
I000421,ORD-10153,P00006,3.0,116.76,20.0,280.22,55.33
I000422,ORD-10320,P00003,4.0,13.92,5.0,52.9,17.01
I000423,ORD-11328,P00023,5.0,76.29,5.0,362.38,133.44
I000424,ORD-11379,P00004,1.0,37.56,5.0,35.68,9.43
I000425,ORD-11780,P00030,3.0,20.28,0.0,60.84,11.55
I000426,ORD-11483,P00021,4.0,9.05,0.0,36.2,9.78
I000427,ORD-11717,P00019,13.0,26.62,15.0,294.15,72.84
I000428,ORD-11161,P00027,1.0,17.03,25.0,12.77,-2.74
I000429,ORD-11422,P00009,10.0,67.1,10.0,603.9,186.83
I000430,ORD-11685,P00006,2.0,199.2,10.0,358.56,109.99
I000431,ORD-10341,P00039,1.0,7.16,10.0,6.44,-7.04
I000432,ORD-10872,P00003,1.0,12.17,15.0,10.34,-6.35
I000433,ORD-11441,P00018,5.0,19.47,5.0,92.48,37.39
I000434,ORD-11906,P00031,2.0,14.43,10.0,25.97,1.62
I000435,ORD-10447,P00018,2.0,11.34,0.0,22.68,-1.52
I000436,ORD-11532,P00002,1.0,152.34,5.0,144.72,53.71
I000437,ORD-11533,P00019,1.0,27.11,5.0,25.75,-2.31
I000438,ORD-11601,P00016,2.0,426.27,10.0,767.29,243.24
I000439,ORD-11867,P00012,1.0,42.55,5.0,40.42,11.77
I000440,ORD-11030,P00029,5.0,28.98,0.0,144.9,52.78
I000441,ORD-11191,P00025,1.0,79.27,10.0,71.34,25.15
I000442,ORD-11520,P00033,6.0,47.47,0.0,284.82,102.0
I000443,ORD-11840,P00011,4.0,4.19,0.0,16.76,-4.05
I000444,ORD-10500,P00019,2.0,61.26,10.0,110.27,28.55
I000445,ORD-11461,P00003,2.0,13.62,15.0,23.15,3.14
I000446,ORD-10713,P00001,2.0,66.08,10.0,118.94,36.9
I000447,ORD-10908,P00002,1.0,77.47,0.0,77.47,25.63
I000448,ORD-11544,P00040,10.0,83.62,20.0,668.96,136.04
I000449,ORD-10399,P00036,1.0,51.7,10.0,46.53,7.14
I000450,ORD-10576,P00026,4.0,7.5,10.0,27.0,2.08
I000451,ORD-11991,P00023,1.0,149.93,10.0,134.94,42.69
I000452,ORD-11518,P00037,5.0,107.46,15.0,456.7,124.42
I000453,ORD-11795,P00033,14.0,61.54,30.0,603.09,52.57
I000454,ORD-11323,P00030,2.0,25.4,0.0,50.8,9.92
I000455,ORD-10752,P00009,6.0,110.59,10.0,597.19,187.95
I000456,ORD-11390,P00036,5.0,25.73,15.0,109.35,26.83
I000457,ORD-11884,P00003,1.0,12.82,20.0,10.26,-2.49
I000458,ORD-11239,P00014,5.0,133.6,25.0,501.0,152.58
I000459,ORD-11890,P00033,7.0,67.53,5.0,449.07,143.04
I000460,ORD-11911,P00012,2.0,36.08,30.0,50.51,1.62
I000461,ORD-10321,P00021,3.0,7.89,15.0,20.12,2.09
I000462,ORD-10600,P00037,4.0,197.76,5.0,751.49,261.2
I000463,ORD-10955,P00022,4.0,55.59,10.0,200.12,49.88
I000464,ORD-10891,P00006,2.0,115.98,0.0,231.96,79.08
I000465,ORD-10920,P00023,2.0,137.32,5.0,260.91,96.46
I000466,ORD-10984,P00032,3.0,153.34,0.0,460.02,190.55
I000467,ORD-10128,P00026,2.0,5.85,15.0,9.94,-5.24
I000468,ORD-10298,P00023,3.0,60.51,20.0,145.22,38.64
I000469,ORD-10442,P00009,1.0,112.29,0.0,112.29,39.05
I000470,ORD-10231,P00019,4.0,43.61,10.0,157.0,43.4
I000471,ORD-11813,P00029,2.0,22.12,10.0,39.82,4.11
I000472,ORD-10063,P00010,3.0,59.04,0.0,177.12,78.28
I000473,ORD-10343,P00027,4.0,42.94,15.0,146.0,46.68
I000474,ORD-10554,P00038,6.0,77.51,10.0,418.55,165.2
I000475,ORD-11643,P00008,1.0,52.59,15.0,44.7,7.02
I000476,ORD-10085,P00002,1.0,126.55,0.0,126.55,47.2
I000477,ORD-10210,P00040,5.0,145.12,0.0,725.6,273.61
I000478,ORD-11745,P00025,4.0,26.2,5.0,99.56,29.91
I000479,ORD-10574,P00013,5.0,18.82,15.0,79.98,26.65
I000480,ORD-10881,P00037,1.0,238.24,0.0,238.24,85.17
I000481,ORD-10926,P00016,1.0,222.71,15.0,189.3,45.22
I000482,ORD-11699,P00030,4.0,36.61,15.0,124.47,27.86
I000483,ORD-10635,P00035,4.0,59.01,0.0,236.04,83.28
I000484,ORD-10137,P00017,2.0,49.37,10.0,88.87,25.22
I000485,ORD-10196,P00040,1.0,131.91,15.0,112.12,20.45
I000486,ORD-11561,P00004,2.0,79.63,10.0,143.33,44.29
I000487,ORD-10421,P00015,2.0,399.1,5.0,758.29,269.07
I000488,ORD-11651,P00016,6.0,241.8,5.0,1378.26,485.71
I000489,ORD-10380,P00040,4.0,162.94,5.0,619.17,212.18
I000490,ORD-11181,P00029,1.0,44.26,0.0,44.26,7.6
I000491,ORD-11321,P00021,4.0,6.82,5.0,25.92,3.75
I000492,ORD-11763,P00017,3.0,59.55,0.0,178.65,74.65
I000493,ORD-10203,P00038,13.0,74.96,20.0,779.58,272.54
I000494,ORD-10398,P00035,1.0,35.29,10.0,31.76,3.66
I000495,ORD-10997,P00040,4.0,129.8,10.0,467.28,145.74
I000496,ORD-11396,P00021,1.0,6.83,0.0,6.83,-8.71
I000497,ORD-11837,P00015,1.0,340.77,30.0,238.54,22.54
I000498,ORD-10525,P00002,2.0,131.68,0.0,263.36,107.88
I000499,ORD-11453,P00020,3.0,12.07,15.0,30.78,-3.2
I000500,ORD-10489,P00035,2.0,50.05,25.0,75.07,2.36
I000501,ORD-10750,P00013,3.0,21.94,5.0,62.53,15.66
I000502,ORD-10844,P00028,5.0,68.42,10.0,307.89,125.12
I000503,ORD-11226,P00022,5.0,85.91,5.0,408.07,130.59
I000504,ORD-11512,P00004,1.0,43.09,15.0,36.63,5.63
I000505,ORD-10606,P00005,1.0,184.6,5.0,175.37,53.37
I000506,ORD-11091,P00005,11.0,272.86,10.0,2701.31,874.37
I000507,ORD-10561,P00038,7.0,74.92,25.0,393.33,113.38
I000508,ORD-11357,P00037,5.0,216.45,0.0,1082.25,416.67
I000509,ORD-11358,P00006,3.0,82.78,5.0,235.92,73.35
I000510,ORD-11575,P00001,4.0,211.07,5.0,802.07,329.99
I000511,ORD-11946,P00035,1.0,19.95,0.0,19.95,1.09
I000512,ORD-10791,P00035,4.0,37.67,10.0,135.61,29.37
I000513,ORD-11272,P00013,3.0,24.08,0.0,72.24,31.06
I000514,ORD-11885,P00030,2.0,19.41,15.0,33.0,4.17
I000515,ORD-11093,P00025,4.0,37.35,10.0,134.46,46.34
I000516,ORD-10455,P00024,2.0,18.53,15.0,31.5,-0.27
I000517,ORD-10568,P00013,1.0,20.54,5.0,19.51,0.38
I000518,ORD-11137,P00030,2.0,34.81,0.0,69.62,22.61
I000519,ORD-10417,P00025,1.0,62.32,5.0,59.2,18.76
I000520,ORD-11216,P00003,3.0,9.45,25.0,21.26,-6.45
I000521,ORD-11974,P00027,2.0,34.22,0.0,68.44,24.61
I000522,ORD-11062,P00002,4.0,65.64,25.0,196.92,33.17
I000523,ORD-11417,P00028,3.0,38.42,0.0,115.26,39.53
I000524,ORD-11812,P00019,1.0,46.22,15.0,39.29,3.33
I000525,ORD-10007,P00002,3.0,146.85,10.0,396.49,139.12
I000526,ORD-10211,P00030,4.0,15.34,10.0,55.22,4.69
I000527,ORD-11210,P00013,2.0,22.13,25.0,33.2,4.82
I000528,ORD-11245,P00032,5.0,68.15,20.0,272.6,73.01
I000529,ORD-11460,P00009,1.0,129.24,20.0,103.39,19.89
I000530,ORD-11809,P00012,1.0,82.52,20.0,66.02,15.12
I000531,ORD-10499,P00009,5.0,127.98,20.0,511.92,114.79
I000532,ORD-10579,P00008,9.0,33.48,10.0,271.19,92.9
I000533,ORD-11652,P00007,1.0,20.53,0.0,20.53,5.05
I000534,ORD-11261,P00040,7.0,151.92,15.0,903.92,242.29
I000535,ORD-11550,P00023,3.0,108.96,10.0,294.19,99.5
I000536,ORD-11798,P00003,7.0,11.09,10.0,69.87,12.8
I000537,ORD-10347,P00017,4.0,33.98,5.0,129.12,46.9
I000538,ORD-10429,P00036,11.0,52.9,0.0,581.9,244.33
I000539,ORD-10461,P00030,2.0,33.2,0.0,66.4,21.0
I000540,ORD-11069,P00013,5.0,18.76,15.0,79.73,19.28
I000541,ORD-10382,P00040,2.0,113.95,15.0,193.72,43.57
I000542,ORD-10530,P00023,2.0,81.19,5.0,154.26,54.62
I000543,ORD-10316,P00039,1.0,13.39,15.0,11.38,-2.61
I000544,ORD-10717,P00037,5.0,183.81,25.0,689.29,117.21
I000545,ORD-11406,P00019,8.0,58.27,10.0,419.54,139.1
I000546,ORD-10478,P00039,1.0,7.39,5.0,7.02,-5.89
I000547,ORD-10696,P00029,2.0,38.06,5.0,72.31,19.86
I000548,ORD-11295,P00030,1.0,17.56,0.0,17.56,-5.31
I000549,ORD-11300,P00023,3.0,145.73,10.0,393.47,143.03
I000550,ORD-10054,P00025,1.0,30.54,10.0,27.49,1.89
I000551,ORD-10528,P00004,3.0,40.21,0.0,120.63,42.62
I000552,ORD-11038,P00016,6.0,302.03,20.0,1449.74,348.62
I000553,ORD-11728,P00030,2.0,34.8,5.0,66.12,17.79
I000554,ORD-11949,P00003,6.0,14.97,5.0,85.33,22.61
I000555,ORD-10811,P00004,1.0,83.28,0.0,83.28,25.35
I000556,ORD-11576,P00032,7.0,95.46,5.0,634.81,247.15
I000557,ORD-10514,P00011,2.0,8.91,15.0,15.15,-4.51
I000558,ORD-10757,P00010,3.0,64.75,0.0,194.25,82.5
I000559,ORD-11470,P00009,4.0,127.45,15.0,433.33,115.02
I000560,ORD-10801,P00009,4.0,70.54,15.0,239.84,59.31
I000561,ORD-11903,P00018,7.0,9.27,5.0,61.65,13.24
I000562,ORD-10043,P00036,3.0,53.47,0.0,160.41,61.48
I000563,ORD-11109,P00006,1.0,94.39,15.0,80.23,12.57
I000564,ORD-10753,P00032,1.0,187.3,5.0,177.94,67.94
I000565,ORD-10180,P00006,2.0,163.55,0.0,327.1,124.82
I000566,ORD-11761,P00031,1.0,22.15,0.0,22.15,0.18
I000567,ORD-10375,P00036,1.0,37.78,10.0,34.0,2.56
I000568,ORD-10795,P00033,8.0,64.55,20.0,413.12,82.3
I000569,ORD-10362,P00005,3.0,162.18,15.0,413.56,111.11
I000570,ORD-10350,P00019,1.0,40.47,5.0,38.45,9.44
I000571,ORD-12000,P00007,2.0,10.67,15.0,18.14,-5.48
I000572,ORD-10559,P00039,3.0,11.62,15.0,29.63,6.51
I000573,ORD-10725,P00008,11.0,53.68,0.0,590.48,246.56
I000574,ORD-11713,P00018,7.0,7.45,5.0,49.54,11.45
I000575,ORD-10932,P00021,3.0,10.56,5.0,30.1,1.77
I000576,ORD-11566,P00030,2.0,53.62,0.0,107.24,36.51
I000577,ORD-10360,P00007,3.0,20.66,0.0,61.98,19.7
I000578,ORD-11833,P00021,1.0,18.51,10.0,16.66,-2.83
I000579,ORD-11177,P00016,1.0,209.98,5.0,199.48,66.3
I000580,ORD-10978,P00017,1.0,15.72,5.0,14.93,-1.44
I000581,ORD-10041,P00036,2.0,29.09,5.0,55.27,13.45
I000582,ORD-10365,P00029,6.0,40.22,10.0,217.19,71.01
I000583,ORD-10524,P00013,2.0,9.13,10.0,16.43,-1.98
I000584,ORD-11789,P00021,1.0,15.28,10.0,13.75,-2.55
I000585,ORD-10992,P00009,6.0,90.7,20.0,435.36,98.58
I000586,ORD-11555,P00036,5.0,24.47,0.0,122.35,38.05
I000587,ORD-11793,P00028,1.0,45.68,10.0,41.11,12.63
I000588,ORD-11111,P00007,2.0,9.14,0.0,18.28,-1.79
I000589,ORD-11488,P00012,5.0,43.67,15.0,185.6,63.3
I000590,ORD-11497,P00040,4.0,182.4,10.0,656.64,209.81
I000591,ORD-11687,P00018,3.0,9.44,10.0,25.49,-3.38
I000592,ORD-11505,P00007,1.0,8.8,10.0,7.92,-7.98
I000593,ORD-10487,P00004,8.0,55.17,5.0,419.29,158.9
I000594,ORD-10677,P00005,4.0,336.19,25.0,1008.57,193.56
I000595,ORD-10044,P00028,8.0,48.93,10.0,352.3,129.05
I000596,ORD-11910,P00006,6.0,191.06,20.0,917.09,209.43
I000597,ORD-10288,P00037,4.0,112.46,5.0,427.35,139.01
I000598,ORD-11423,P00027,2.0,16.62,5.0,31.58,2.12
I000599,ORD-11442,P00033,4.0,42.01,5.0,159.64,46.61
I000600,ORD-11827,P00033,2.0,43.95,20.0,70.32,10.81
I000601,ORD-11863,P00016,5.0,233.71,0.0,1168.55,458.48
I000602,ORD-11904,P00022,2.0,55.94,0.0,111.88,33.8
I000603,ORD-11346,P00015,1.0,263.21,20.0,210.57,46.12
I000604,ORD-11661,P00033,2.0,67.5,0.0,135.0,40.63
I000605,ORD-11944,P00007,1.0,8.87,0.0,8.87,-2.59
I000606,ORD-10109,P00007,4.0,14.98,0.0,59.92,22.41
I000607,ORD-11117,P00008,4.0,33.03,0.0,132.12,52.25
I000608,ORD-11316,P00033,3.0,66.28,0.0,198.84,63.34
I000609,ORD-11770,P00015,3.0,216.54,0.0,649.62,243.46
I000610,ORD-10189,P00007,4.0,17.57,15.0,59.74,9.38
I000611,ORD-10779,P00012,2.0,68.14,25.0,102.21,23.12
I000612,ORD-11597,P00039,1.0,9.23,0.0,9.23,-1.36
I000613,ORD-11641,P00026,1.0,9.6,5.0,9.12,-0.72
I000614,ORD-11708,P00012,2.0,57.77,5.0,109.76,42.1
I000615,ORD-11825,P00007,2.0,24.03,10.0,43.25,12.36
I000616,ORD-11891,P00031,3.0,21.32,15.0,54.37,15.38
I000617,ORD-10220,P00033,7.0,67.53,10.0,425.44,129.7
I000618,ORD-11953,P00011,1.0,9.18,5.0,8.72,-6.94
I000619,ORD-10183,P00037,5.0,152.95,5.0,726.51,248.72
I000620,ORD-10488,P00035,4.0,52.21,5.0,198.4,56.62
I000621,ORD-11110,P00029,1.0,58.09,15.0,49.38,11.2
I000622,ORD-11393,P00026,3.0,9.96,15.0,25.4,-3.05
I000623,ORD-10632,P00007,1.0,15.07,5.0,14.32,0.92
I000624,ORD-11262,P00025,10.0,38.59,10.0,347.31,128.25
I000625,ORD-10199,P00024,5.0,16.65,5.0,79.09,33.0
I000626,ORD-10454,P00013,1.0,10.81,10.0,9.73,-0.9
I000627,ORD-10658,P00028,3.0,44.11,0.0,132.33,52.65
I000628,ORD-11649,P00011,3.0,6.13,5.0,17.47,-6.87
I000629,ORD-11811,P00008,5.0,30.27,0.0,151.35,54.52
I000630,ORD-11847,P00038,3.0,43.37,15.0,110.59,31.11
I000631,ORD-11936,P00014,3.0,126.07,0.0,378.21,172.96
I000632,ORD-11986,P00018,2.0,19.32,0.0,38.64,11.78
I000633,ORD-11964,P00022,3.0,47.08,10.0,127.12,30.56
I000634,ORD-11968,P00040,5.0,109.55,10.0,492.98,147.98
I000635,ORD-10508,P00004,4.0,32.24,5.0,122.51,38.46
I000636,ORD-11337,P00010,1.0,32.68,5.0,31.05,1.61
I000637,ORD-11463,P00002,8.0,85.21,15.0,579.43,190.76
I000638,ORD-11449,P00001,3.0,166.63,0.0,499.89,210.11
I000639,ORD-10474,P00020,10.0,9.33,15.0,79.3,26.36
I000640,ORD-10495,P00031,5.0,8.1,20.0,32.4,-4.55
I000641,ORD-11233,P00018,3.0,17.75,15.0,45.26,11.16
I000642,ORD-11248,P00009,4.0,59.95,5.0,227.81,70.07
I000643,ORD-11998,P00011,4.0,3.66,20.0,11.71,-8.6
I000644,ORD-10126,P00010,6.0,64.86,20.0,311.33,90.91
I000645,ORD-11345,P00022,4.0,94.69,10.0,340.88,98.92
I000646,ORD-11967,P00004,1.0,36.01,5.0,34.21,4.7
I000647,ORD-10197,P00039,1.0,6.89,15.0,5.86,-3.98
I000648,ORD-11579,P00023,1.0,98.38,0.0,98.38,37.65
I000649,ORD-10237,P00030,5.0,27.72,5.0,131.67,38.02
I000650,ORD-10587,P00015,3.0,371.61,15.0,947.61,263.32
I000651,ORD-10724,P00016,2.0,288.74,20.0,461.98,103.67
I000652,ORD-10127,P00013,12.0,11.81,15.0,120.46,34.01
I000653,ORD-10230,P00019,3.0,67.73,10.0,182.87,60.05
I000654,ORD-10318,P00037,4.0,166.71,20.0,533.47,118.24
I000655,ORD-10827,P00030,1.0,41.24,10.0,37.12,8.57
I000656,ORD-11663,P00023,5.0,81.1,10.0,364.95,124.07
I000657,ORD-10149,P00006,1.0,190.75,20.0,152.6,29.07
I000658,ORD-11020,P00008,1.0,69.13,15.0,58.76,12.91
I000659,ORD-10218,P00029,1.0,51.57,20.0,41.26,2.35
I000660,ORD-10409,P00004,3.0,85.34,5.0,243.22,91.7
I000661,ORD-10439,P00003,4.0,11.72,5.0,44.54,9.28
I000662,ORD-10591,P00029,1.0,53.57,25.0,40.18,-0.49
I000663,ORD-10825,P00011,2.0,8.93,0.0,17.86,-0.22
I000664,ORD-11187,P00025,5.0,57.59,5.0,273.55,113.38
I000665,ORD-11830,P00030,3.0,25.88,15.0,65.99,16.3
I000666,ORD-11418,P00022,2.0,85.83,15.0,145.91,29.31
I000667,ORD-11457,P00006,2.0,139.67,15.0,237.44,56.0
I000668,ORD-11996,P00039,5.0,8.83,0.0,44.15,5.27
I000669,ORD-11147,P00040,1.0,172.7,0.0,172.7,57.75
I000670,ORD-11437,P00006,1.0,162.05,5.0,153.95,47.34
I000671,ORD-10010,P00023,3.0,135.75,0.0,407.25,174.52
I000672,ORD-11510,P00028,2.0,50.45,0.0,100.9,39.91
I000673,ORD-10052,P00021,11.0,9.84,10.0,97.42,22.87
I000674,ORD-10430,P00015,1.0,246.96,10.0,222.26,63.57
I000675,ORD-11467,P00024,2.0,17.17,5.0,32.62,7.03
I000676,ORD-11720,P00024,1.0,11.89,0.0,11.89,-0.99
I000677,ORD-10673,P00007,5.0,17.43,0.0,87.15,34.14
I000678,ORD-10709,P00034,3.0,22.55,10.0,60.89,14.67
I000679,ORD-10323,P00006,2.0,161.39,5.0,306.64,104.61
I000680,ORD-10650,P00030,1.0,47.57,0.0,47.57,15.54
I000681,ORD-10718,P00015,4.0,259.86,5.0,987.47,350.46
I000682,ORD-10962,P00031,6.0,12.29,5.0,70.05,19.98
I000683,ORD-11993,P00016,3.0,192.53,0.0,577.59,220.95
I000684,ORD-10925,P00020,4.0,6.51,5.0,24.74,-1.82
I000685,ORD-11362,P00036,1.0,32.02,5.0,30.42,4.53
I000686,ORD-11372,P00001,2.0,155.87,15.0,264.98,87.09
I000687,ORD-11551,P00036,5.0,62.1,0.0,310.5,128.08
I000688,ORD-10476,P00018,1.0,21.65,10.0,19.48,0.29
I000689,ORD-11431,P00038,1.0,21.54,15.0,18.31,-4.95
I000690,ORD-11861,P00023,2.0,75.67,0.0,151.34,55.97
I000691,ORD-11992,P00028,6.0,51.47,20.0,247.06,74.67
I000692,ORD-10152,P00040,2.0,81.16,5.0,154.2,47.74
I000693,ORD-10672,P00003,3.0,11.12,15.0,28.36,-0.08
I000694,ORD-10880,P00007,5.0,21.03,0.0,105.15,46.58
I000695,ORD-11107,P00022,7.0,34.67,10.0,218.42,50.29
I000696,ORD-11424,P00039,2.0,11.84,10.0,21.31,0.78
I000697,ORD-11592,P00019,4.0,27.55,20.0,88.16,13.16
I000698,ORD-10695,P00011,1.0,9.96,15.0,8.47,-5.91
I000699,ORD-10116,P00004,3.0,34.06,10.0,91.96,23.33
I000700,ORD-10775,P00022,2.0,61.68,20.0,98.69,18.33
I000701,ORD-11033,P00020,4.0,5.79,10.0,20.84,-5.39
I000702,ORD-10866,P00036,1.0,36.55,5.0,34.72,8.81
I000703,ORD-11159,P00019,4.0,35.55,5.0,135.09,45.66
I000704,ORD-10471,P00005,1.0,197.67,25.0,148.25,20.0
I000705,ORD-10549,P00029,2.0,49.24,10.0,88.63,25.31
I000706,ORD-11273,P00025,3.0,74.46,20.0,178.7,54.39
I000707,ORD-10067,P00019,5.0,36.68,0.0,183.4,65.58
I000708,ORD-10498,P00010,2.0,61.95,0.0,123.9,53.25
I000709,ORD-10265,P00013,3.0,18.85,20.0,45.24,7.14
I000710,ORD-10662,P00017,5.0,49.71,25.0,186.41,53.37
I000711,ORD-11015,P00012,3.0,59.07,20.0,141.77,41.92
I000712,ORD-11782,P00007,2.0,21.61,15.0,36.74,4.23
I000713,ORD-10032,P00034,2.0,39.62,5.0,75.28,29.66
I000714,ORD-10004,P00002,12.0,150.5,20.0,1444.8,413.7
I000715,ORD-10051,P00021,5.0,8.68,0.0,43.4,10.47
I000716,ORD-10878,P00033,2.0,29.62,5.0,56.28,9.95
I000717,ORD-11208,P00002,2.0,96.97,15.0,164.85,48.91
I000718,ORD-11547,P00003,1.0,15.66,0.0,15.66,-2.16
I000719,ORD-10100,P00006,1.0,93.08,5.0,88.43,25.88
I000720,ORD-10110,P00010,2.0,38.08,10.0,68.54,20.35
I000721,ORD-10928,P00039,1.0,13.92,5.0,13.22,-3.08
I000722,ORD-11928,P00037,2.0,297.8,0.0,595.6,226.57
I000723,ORD-10440,P00021,1.0,10.39,0.0,10.39,-1.93
I000724,ORD-11047,P00040,2.0,214.42,20.0,343.07,79.73
I000725,ORD-11456,P00023,4.0,96.59,0.0,386.36,165.0
I000726,ORD-10297,P00025,12.0,54.17,0.0,650.04,286.92
I000727,ORD-11139,P00014,4.0,90.04,5.0,342.15,148.76
I000728,ORD-11704,P00004,2.0,33.73,15.0,57.34,9.19
I000729,ORD-10031,P00004,4.0,67.39,0.0,269.56,105.1
I000730,ORD-10923,P00016,6.0,443.99,15.0,2264.35,647.7
I000731,ORD-10958,P00001,1.0,216.25,5.0,205.44,78.98
I000732,ORD-11599,P00014,2.0,89.21,15.0,151.66,48.85
I000733,ORD-11625,P00015,8.0,180.57,10.0,1300.1,415.78
I000734,ORD-11705,P00036,2.0,22.02,5.0,41.84,4.44
I000735,ORD-10346,P00013,5.0,10.97,5.0,52.11,13.2
I000736,ORD-10338,P00023,1.0,78.61,5.0,74.68,19.7
I000737,ORD-10935,P00039,1.0,12.56,0.0,12.56,-1.24
I000738,ORD-11263,P00014,4.0,108.96,0.0,435.84,199.01
I000739,ORD-11724,P00035,4.0,40.58,5.0,154.2,42.95
I000740,ORD-11580,P00019,1.0,28.43,0.0,28.43,1.48
I000741,ORD-10292,P00018,1.0,20.74,15.0,17.63,-5.15
I000742,ORD-11565,P00034,5.0,48.34,25.0,181.28,46.14
I000743,ORD-10413,P00016,7.0,429.66,0.0,3007.62,1189.79
I000744,ORD-10503,P00022,2.0,48.32,20.0,77.31,7.14
I000745,ORD-10510,P00028,3.0,62.02,5.0,176.76,74.94
I000746,ORD-10165,P00036,1.0,62.36,15.0,53.01,10.83
I000747,ORD-10529,P00025,3.0,43.72,0.0,131.16,53.94
I000748,ORD-10819,P00031,5.0,13.07,0.0,65.35,19.45
I000749,ORD-11638,P00005,1.0,246.49,10.0,221.84,67.04
I000750,ORD-11671,P00031,7.0,23.26,5.0,154.68,58.03
I000751,ORD-10156,P00022,1.0,61.18,0.0,61.18,16.14
I000752,ORD-10708,P00023,4.0,78.35,20.0,250.72,66.19
I000753,ORD-11059,P00018,2.0,13.33,15.0,22.66,-5.02
I000754,ORD-11676,P00020,1.0,14.7,15.0,12.49,-1.54
I000755,ORD-11280,P00039,4.0,10.51,5.0,39.94,7.85
I000756,ORD-10947,P00037,5.0,131.71,10.0,592.7,186.82
I000757,ORD-10869,P00020,5.0,5.0,0.0,25.0,0.6
I000758,ORD-10005,P00026,1.0,12.92,10.0,11.63,-0.01
I000759,ORD-10951,P00018,6.0,15.88,5.0,90.52,37.54
I000760,ORD-11594,P00028,5.0,32.04,5.0,152.19,63.6
I000761,ORD-11835,P00001,3.0,187.55,15.0,478.25,153.38
I000762,ORD-10706,P00004,11.0,67.96,5.0,710.18,263.7
I000763,ORD-11277,P00009,1.0,127.07,0.0,127.07,40.03
I000764,ORD-10437,P00014,5.0,110.65,0.0,553.25,263.44
I000765,ORD-10841,P00030,2.0,27.57,0.0,55.14,12.66
I000766,ORD-10883,P00033,4.0,36.41,10.0,131.08,26.06
I000767,ORD-10273,P00021,4.0,7.72,15.0,26.25,-1.65
I000768,ORD-10893,P00019,2.0,57.7,0.0,115.4,42.38
I000769,ORD-11361,P00036,3.0,69.59,20.0,167.02,42.03
I000770,ORD-10309,P00013,1.0,10.42,10.0,9.38,-5.32
I000771,ORD-10531,P00024,1.0,10.33,0.0,10.33,-6.49
I000772,ORD-10537,P00031,1.0,24.87,20.0,19.9,-0.53
I000773,ORD-11284,P00008,5.0,73.85,0.0,369.25,146.76
I000774,ORD-11143,P00026,8.0,16.12,10.0,116.06,37.42
I000775,ORD-11742,P00019,4.0,74.64,0.0,298.56,122.32
I000776,ORD-11961,P00037,4.0,119.66,10.0,430.78,124.75
I000777,ORD-11956,P00032,3.0,187.16,0.0,561.48,237.16
I000778,ORD-10573,P00007,2.0,10.08,15.0,17.14,-1.6
I000779,ORD-11179,P00009,2.0,115.3,5.0,219.07,67.28
I000780,ORD-11997,P00037,3.0,185.09,0.0,555.27,212.74
I000781,ORD-10084,P00029,3.0,55.49,5.0,158.15,50.19
I000782,ORD-11941,P00033,1.0,53.47,0.0,53.47,12.56
I000783,ORD-11174,P00028,3.0,24.44,25.0,54.99,6.16
I000784,ORD-11802,P00031,11.0,15.11,10.0,149.59,44.63
I000785,ORD-11979,P00020,2.0,4.03,5.0,7.66,-6.7
I000786,ORD-10425,P00014,4.0,123.28,5.0,468.46,208.57
I000787,ORD-10040,P00036,2.0,21.45,15.0,36.46,-0.76
I000788,ORD-10705,P00008,1.0,34.41,5.0,32.69,6.18
I000789,ORD-11101,P00023,6.0,99.17,15.0,505.77,165.16
I000790,ORD-11914,P00040,7.0,140.89,15.0,838.3,230.55
I000791,ORD-10154,P00029,12.0,40.47,5.0,461.36,166.41
