event_id,event_date,customer_id,event_type,source
E000496B,2023-10-05,C00495,purchase,Organic Search
E000497A,2023-10-05,C00496,page_view,Paid Social
E000497B,2023-10-05,C00496,purchase,Paid Social
E000498A,2023-10-06,C00497,page_view,Email
E000498B,2023-10-06,C00497,purchase,Email
E000499A,2023-10-07,C00498,page_view,Direct
E000499B,2023-10-07,C00498,purchase,Direct
E000500A,2023-10-08,C00499,page_view,Organic Search
E000500B,2023-10-08,C00499,purchase,Organic Search
E000501A,2023-10-08,C00500,page_view,Paid Social
E000501B,2023-10-08,C00500,purchase,Paid Social
E000502A,2023-10-08,C00501,page_view,Email
E000502B,2023-10-08,C00501,purchase,Email
E000503A,2023-10-08,C00502,page_view,Direct
E000503B,2023-10-08,C00502,purchase,Direct
E000504A,2023-10-08,C00503,page_view,Organic Search
E000504B,2023-10-08,C00503,purchase,Organic Search
E000505A,2023-10-09,C00504,page_view,Paid Social
E000505B,2023-10-09,C00504,purchase,Paid Social
E000506A,2023-10-09,C00505,page_view,Email
E000506B,2023-10-09,C00505,purchase,Email
E000507A,2023-10-10,C00506,page_view,Direct
E000507B,2023-10-10,C00506,purchase,Direct
E000508A,2023-10-10,C00507,page_view,Organic Search
E000508B,2023-10-10,C00507,purchase,Organic Search
E000509A,2023-10-10,C00508,page_view,Paid Social
E000509B,2023-10-10,C00508,purchase,Paid Social
E000510A,2023-10-10,C00509,page_view,Email
E000510B,2023-10-10,C00509,purchase,Email
E000511A,2023-10-10,C00510,page_view,Direct
E000511B,2023-10-10,C00510,purchase,Direct
E000512A,2023-10-11,C00511,page_view,Organic Search
E000512B,2023-10-11,C00511,purchase,Organic Search
E000513A,2023-10-11,C00512,page_view,Paid Social
E000513B,2023-10-11,C00512,purchase,Paid Social
E000514A,2023-10-11,C00513,page_view,Email
E000514B,2023-10-11,C00513,purchase,Email
E000515A,2023-10-13,C00514,page_view,Direct
E000515B,2023-10-13,C00514,purchase,Direct
E000516A,2023-10-14,C00515,page_view,Organic Search
E000516B,2023-10-14,C00515,purchase,Organic Search
E000517A,2023-10-14,C00516,page_view,Paid Social
E000517B,2023-10-14,C00516,purchase,Paid Social
E000518A,2023-10-15,C00517,page_view,Email
E000518B,2023-10-15,C00517,purchase,Email
E000519A,2023-10-17,C00518,page_view,Direct
E000519B,2023-10-17,C00518,purchase,Direct
E000520A,2023-10-17,C00519,page_view,Organic Search
E000520B,2023-10-17,C00519,purchase,Organic Search
E000521A,2023-10-17,C00520,page_view,Paid Social
E000521B,2023-10-17,C00520,purchase,Paid Social
E000522A,2023-10-18,C00521,page_view,Email
E000522B,2023-10-18,C00521,purchase,Email
E000523A,2023-10-18,C00522,page_view,Direct
E000523B,2023-10-18,C00522,purchase,Direct
E000524A,2023-10-18,C00523,page_view,Organic Search
E000524B,2023-10-18,C00523,purchase,Organic Search
E000525A,2023-10-20,C00524,page_view,Paid Social
E000525B,2023-10-20,C00524,purchase,Paid Social
E000526A,2023-10-20,C00525,page_view,Email
E000526B,2023-10-20,C00525,purchase,Email
E000527A,2023-10-20,C00526,page_view,Direct
E000527B,2023-10-20,C00526,purchase,Direct
E000528A,2023-10-20,C00527,page_view,Organic Search
E000528B,2023-10-20,C00527,purchase,Organic Search
E000529A,2023-10-20,C00528,page_view,Paid Social
E000529B,2023-10-20,C00528,purchase,Paid Social
E000530A,2023-10-20,C00529,page_view,Email
E000530B,2023-10-20,C00529,purchase,Email
E000531A,2023-10-21,C00530,page_view,Direct
E000531B,2023-10-21,C00530,purchase,Direct
E000532A,2023-10-22,C00531,page_view,Organic Search
E000532B,2023-10-22,C00531,purchase,Organic Search
E000533A,2023-10-22,C00532,page_view,Paid Social
E000533B,2023-10-22,C00532,purchase,Paid Social
E000534A,2023-10-23,C00533,page_view,Email
E000534B,2023-10-23,C00533,purchase,Email
E000535A,2023-10-23,C00534,page_view,Direct
E000535B,2023-10-23,C00534,purchase,Direct
E000536A,2023-10-23,C00535,page_view,Organic Search
E000536B,2023-10-23,C00535,purchase,Organic Search
E000537A,2023-10-24,C00536,page_view,Paid Social
E000537B,2023-10-24,C00536,purchase,Paid Social
E000538A,2023-10-24,C00537,page_view,Email
E000538B,2023-10-24,C00537,purchase,Email
E000539A,2023-10-24,C00538,page_view,Direct
E000539B,2023-10-24,C00538,purchase,Direct
E000540A,2023-10-25,C00539,page_view,Organic Search
E000540B,2023-10-25,C00539,purchase,Organic Search
E000541A,2023-10-26,C00540,page_view,Paid Social
E000541B,2023-10-26,C00540,purchase,Paid Social
E000542A,2023-10-26,C00541,page_view,Email
E000542B,2023-10-26,C00541,purchase,Email
E000543A,2023-10-27,C00542,page_view,Direct
E000543B,2023-10-27,C00542,purchase,Direct
E000544A,2023-10-28,C00543,page_view,Organic Search
E000544B,2023-10-28,C00543,purchase,Organic Search
E000545A,2023-10-28,C00544,page_view,Paid Social
E000545B,2023-10-28,C00544,purchase,Paid Social
E000546A,2023-10-29,C00545,page_view,Email
E000546B,2023-10-29,C00545,purchase,Email
E000547A,2023-11-01,C00546,page_view,Direct
E000547B,2023-11-01,C00546,purchase,Direct
E000548A,2023-11-01,C00547,page_view,Organic Search
E000548B,2023-11-01,C00547,purchase,Organic Search
E000549A,2023-11-01,C00548,page_view,Paid Social
E000549B,2023-11-01,C00548,purchase,Paid Social
E000550A,2023-11-02,C00549,page_view,Email
E000550B,2023-11-02,C00549,purchase,Email
E000551A,2023-11-02,C00550,page_view,Direct
E000551B,2023-11-02,C00550,purchase,Direct
E000552A,2023-11-02,C00551,page_view,Organic Search
E000552B,2023-11-02,C00551,purchase,Organic Search
E000553A,2023-11-02,C00552,page_view,Paid Social
E000553B,2023-11-02,C00552,purchase,Paid Social
E000554A,2023-11-02,C00553,page_view,Email
E000554B,2023-11-02,C00553,purchase,Email
E000555A,2023-11-03,C00554,page_view,Direct
E000555B,2023-11-03,C00554,purchase,Direct
E000556A,2023-11-03,C00555,page_view,Organic Search
E000556B,2023-11-03,C00555,purchase,Organic Search
E000557A,2023-11-05,C00556,page_view,Paid Social
E000557B,2023-11-05,C00556,purchase,Paid Social
E000558A,2023-11-06,C00557,page_view,Email
E000558B,2023-11-06,C00557,purchase,Email
E000559A,2023-11-06,C00558,page_view,Direct
E000559B,2023-11-06,C00558,purchase,Direct
E000560A,2023-11-07,C00559,page_view,Organic Search
E000560B,2023-11-07,C00559,purchase,Organic Search
E000561A,2023-11-07,C00560,page_view,Paid Social
E000561B,2023-11-07,C00560,purchase,Paid Social
E000562A,2023-11-09,C00561,page_view,Email
E000562B,2023-11-09,C00561,purchase,Email
E000563A,2023-11-09,C00562,page_view,Direct
E000563B,2023-11-09,C00562,purchase,Direct
E000564A,2023-11-10,C00563,page_view,Organic Search
E000564B,2023-11-10,C00563,purchase,Organic Search
E000565A,2023-11-12,C00564,page_view,Paid Social
E000565B,2023-11-12,C00564,purchase,Paid Social
E000566A,2023-11-12,C00565,page_view,Email
E000566B,2023-11-12,C00565,purchase,Email
E000567A,2023-11-13,C00566,page_view,Direct
E000567B,2023-11-13,C00566,purchase,Direct
E000568A,2023-11-13,C00567,page_view,Organic Search
E000568B,2023-11-13,C00567,purchase,Organic Search
E000569A,2023-11-14,C00568,page_view,Paid Social
E000569B,2023-11-14,C00568,purchase,Paid Social
E000570A,2023-11-15,C00569,page_view,Email
E000570B,2023-11-15,C00569,purchase,Email
E000571A,2023-11-15,C00570,page_view,Direct
E000571B,2023-11-15,C00570,purchase,Direct
E000572A,2023-11-18,C00571,page_view,Organic Search
E000572B,2023-11-18,C00571,purchase,Organic Search
E000573A,2023-11-18,C00572,page_view,Paid Social
E000573B,2023-11-18,C00572,purchase,Paid Social
E000574A,2023-11-19,C00573,page_view,Email
E000574B,2023-11-19,C00573,purchase,Email
E000575A,2023-11-20,C00574,page_view,Direct
E000575B,2023-11-20,C00574,purchase,Direct
E000576A,2023-11-20,C00575,page_view,Organic Search
E000576B,2023-11-20,C00575,purchase,Organic Search
E000577A,2023-11-21,C00576,page_view,Paid Social
E000577B,2023-11-21,C00576,purchase,Paid Social
E000578A,2023-11-21,C00577,page_view,Email
E000578B,2023-11-21,C00577,purchase,Email
E000579A,2023-11-22,C00578,page_view,Direct
E000579B,2023-11-22,C00578,purchase,Direct
E000580A,2023-11-23,C00579,page_view,Organic Search
E000580B,2023-11-23,C00579,purchase,Organic Search
E000581A,2023-11-25,C00580,page_view,Paid Social
E000581B,2023-11-25,C00580,purchase,Paid Social
E000582A,2023-11-25,C00581,page_view,Email
E000582B,2023-11-25,C00581,purchase,Email
E000583A,2023-11-25,C00582,page_view,Direct
E000583B,2023-11-25,C00582,purchase,Direct
E000584A,2023-11-25,C00583,page_view,Organic Search
E000584B,2023-11-25,C00583,purchase,Organic Search
E000585A,2023-11-26,C00584,page_view,Paid Social
E000585B,2023-11-26,C00584,purchase,Paid Social
E000586A,2023-11-26,C00585,page_view,Email
E000586B,2023-11-26,C00585,purchase,Email
E000587A,2023-11-27,C00586,page_view,Direct
E000587B,2023-11-27,C00586,purchase,Direct
E000588A,2023-11-28,C00587,page_view,Organic Search
E000588B,2023-11-28,C00587,purchase,Organic Search
E000589A,2023-11-28,C00588,page_view,Paid Social
E000589B,2023-11-28,C00588,purchase,Paid Social
E000590A,2023-11-29,C00589,page_view,Email
E000590B,2023-11-29,C00589,purchase,Email
E000591A,2023-11-29,C00590,page_view,Direct
E000591B,2023-11-29,C00590,purchase,Direct
E000592A,2023-11-30,C00591,page_view,Organic Search
E000592B,2023-11-30,C00591,purchase,Organic Search
E000593A,2023-12-01,C00592,page_view,Paid Social
E000593B,2023-12-01,C00592,purchase,Paid Social
E000594A,2023-12-01,C00593,page_view,Email
E000594B,2023-12-01,C00593,purchase,Email
E000595A,2023-12-02,C00594,page_view,Direct
E000595B,2023-12-02,C00594,purchase,Direct
E000596A,2023-12-02,C00595,page_view,Organic Search
E000596B,2023-12-02,C00595,purchase,Organic Search
E000597A,2023-12-03,C00596,page_view,Paid Social
E000597B,2023-12-03,C00596,purchase,Paid Social
E000598A,2023-12-03,C00597,page_view,Email
E000598B,2023-12-03,C00597,purchase,Email
E000599A,2023-12-03,C00598,page_view,Direct
E000599B,2023-12-03,C00598,purchase,Direct
E000600A,2023-12-03,C00599,page_view,Organic Search
E000600B,2023-12-03,C00599,purchase,Organic Search
E000601A,2023-12-03,C00600,page_view,Paid Social
E000601B,2023-12-03,C00600,purchase,Paid Social
E000602A,2023-12-04,C00601,page_view,Email
E000602B,2023-12-04,C00601,purchase,Email
E000603A,2023-12-05,C00602,page_view,Direct
E000603B,2023-12-05,C00602,purchase,Direct
E000604A,2023-12-05,C00603,page_view,Organic Search
E000604B,2023-12-05,C00603,purchase,Organic Search
E000605A,2023-12-05,C00604,page_view,Paid Social
E000605B,2023-12-05,C00604,purchase,Paid Social
E000606A,2023-12-06,C00605,page_view,Email
E000606B,2023-12-06,C00605,purchase,Email
E000607A,2023-12-06,C00606,page_view,Direct
E000607B,2023-12-06,C00606,purchase,Direct
E000608A,2023-12-06,C00607,page_view,Organic Search
E000608B,2023-12-06,C00607,purchase,Organic Search
E000609A,2023-12-06,C00608,page_view,Paid Social
E000609B,2023-12-06,C00608,purchase,Paid Social
E000610A,2023-12-07,C00609,page_view,Email
E000610B,2023-12-07,C00609,purchase,Email
E000611A,2023-12-07,C00610,page_view,Direct
E000611B,2023-12-07,C00610,purchase,Direct
E000612A,2023-12-07,C00611,page_view,Organic Search
E000612B,2023-12-07,C00611,purchase,Organic Search
E000613A,2023-12-07,C00612,page_view,Paid Social
E000613B,2023-12-07,C00612,purchase,Paid Social
E000614A,2023-12-07,C00613,page_view,Email
E000614B,2023-12-07,C00613,purchase,Email
E000615A,2023-12-07,C00614,page_view,Direct
E000615B,2023-12-07,C00614,purchase,Direct
E000616A,2023-12-07,C00615,page_view,Organic Search
E000616B,2023-12-07,C00615,purchase,Organic Search
E000617A,2023-12-08,C00616,page_view,Paid Social
E000617B,2023-12-08,C00616,purchase,Paid Social
E000618A,2023-12-08,C00617,page_view,Email
E000618B,2023-12-08,C00617,purchase,Email
E000619A,2023-12-09,C00618,page_view,Direct
E000619B,2023-12-09,C00618,purchase,Direct
E000620A,2023-12-09,C00619,page_view,Organic Search
E000620B,2023-12-09,C00619,purchase,Organic Search
E000621A,2023-12-09,C00620,page_view,Paid Social
E000621B,2023-12-09,C00620,purchase,Paid Social
E000622A,2023-12-09,C00621,page_view,Email
E000622B,2023-12-09,C00621,purchase,Email
E000623A,2023-12-10,C00622,page_view,Direct
E000623B,2023-12-10,C00622,purchase,Direct
E000624A,2023-12-10,C00623,page_view,Organic Search
E000624B,2023-12-10,C00623,purchase,Organic Search
E000625A,2023-12-11,C00624,page_view,Paid Social
E000625B,2023-12-11,C00624,purchase,Paid Social
E000626A,2023-12-11,C00625,page_view,Email
E000626B,2023-12-11,C00625,purchase,Email
E000627A,2023-12-11,C00626,page_view,Direct
E000627B,2023-12-11,C00626,purchase,Direct
E000628A,2023-12-11,C00627,page_view,Organic Search
E000628B,2023-12-11,C00627,purchase,Organic Search
E000629A,2023-12-11,C00628,page_view,Paid Social
E000629B,2023-12-11,C00628,purchase,Paid Social
E000630A,2023-12-11,C00629,page_view,Email
E000630B,2023-12-11,C00629,purchase,Email
E000631A,2023-12-11,C00630,page_view,Direct
E000631B,2023-12-11,C00630,purchase,Direct
E000632A,2023-12-11,C00631,page_view,Organic Search
E000632B,2023-12-11,C00631,purchase,Organic Search
E000633A,2023-12-13,C00632,page_view,Paid Social
E000633B,2023-12-13,C00632,purchase,Paid Social
E000634A,2023-12-13,C00633,page_view,Email
E000634B,2023-12-13,C00633,purchase,Email
E000635A,2023-12-14,C00634,page_view,Direct
E000635B,2023-12-14,C00634,purchase,Direct
E000636A,2023-12-14,C00635,page_view,Organic Search
E000636B,2023-12-14,C00635,purchase,Organic Search
E000637A,2023-12-16,C00636,page_view,Paid Social
E000637B,2023-12-16,C00636,purchase,Paid Social
E000638A,2023-12-17,C00637,page_view,Email
E000638B,2023-12-17,C00637,purchase,Email
E000639A,2023-12-18,C00638,page_view,Direct
E000639B,2023-12-18,C00638,purchase,Direct
E000640A,2023-12-18,C00639,page_view,Organic Search
E000640B,2023-12-18,C00639,purchase,Organic Search
E000641A,2023-12-18,C00640,page_view,Paid Social
E000641B,2023-12-18,C00640,purchase,Paid Social
E000642A,2023-12-18,C00641,page_view,Email
E000642B,2023-12-18,C00641,purchase,Email
E000643A,2023-12-18,C00642,page_view,Direct
E000643B,2023-12-18,C00642,purchase,Direct
E000644A,2023-12-20,C00643,page_view,Organic Search
E000644B,2023-12-20,C00643,purchase,Organic Search
E000645A,2023-12-20,C00644,page_view,Paid Social
E000645B,2023-12-20,C00644,purchase,Paid Social
E000646A,2023-12-20,C00645,page_view,Email
E000646B,2023-12-20,C00645,purchase,Email
E000647A,2023-12-21,C00646,page_view,Direct
E000647B,2023-12-21,C00646,purchase,Direct
E000648A,2023-12-21,C00647,page_view,Organic Search
E000648B,2023-12-21,C00647,purchase,Organic Search
E000649A,2023-12-22,C00648,page_view,Paid Social
E000649B,2023-12-22,C00648,purchase,Paid Social
E000650A,2023-12-22,C00649,page_view,Email
E000650B,2023-12-22,C00649,purchase,Email
E000651A,2023-12-22,C00650,page_view,Direct
E000651B,2023-12-22,C00650,purchase,Direct
E000652A,2023-12-23,C00651,page_view,Organic Search
E000652B,2023-12-23,C00651,purchase,Organic Search
E000653A,2023-12-23,C00652,page_view,Paid Social
E000653B,2023-12-23,C00652,purchase,Paid Social
E000654A,2023-12-23,C00653,page_view,Email
E000654B,2023-12-23,C00653,purchase,Email
E000655A,2023-12-24,C00654,page_view,Direct
E000655B,2023-12-24,C00654,purchase,Direct
E000656A,2023-12-24,C00655,page_view,Organic Search
E000656B,2023-12-24,C00655,purchase,Organic Search
E000657A,2023-12-25,C00656,page_view,Paid Social
E000657B,2023-12-25,C00656,purchase,Paid Social
E000658A,2023-12-25,C00657,page_view,Email
E000658B,2023-12-25,C00657,purchase,Email
E000659A,2023-12-26,C00658,page_view,Direct
E000659B,2023-12-26,C00658,purchase,Direct
E000660A,2023-12-26,C00659,page_view,Organic Search
E000660B,2023-12-26,C00659,purchase,Organic Search
E000661A,2023-12-26,C00660,page_view,Paid Social
E000661B,2023-12-26,C00660,purchase,Paid Social
E000662A,2023-12-26,C00661,page_view,Email
E000662B,2023-12-26,C00661,purchase,Email
E000663A,2023-12-26,C00662,page_view,Direct
E000663B,2023-12-26,C00662,purchase,Direct
E000664A,2023-12-26,C00663,page_view,Organic Search
E000664B,2023-12-26,C00663,purchase,Organic Search
E000665A,2023-12-26,C00664,page_view,Paid Social
E000665B,2023-12-26,C00664,purchase,Paid Social
E000666A,2023-12-27,C00665,page_view,Email
E000666B,2023-12-27,C00665,purchase,Email
E000667A,2023-12-27,C00666,page_view,Direct
E000667B,2023-12-27,C00666,purchase,Direct
E000668A,2023-12-27,C00667,page_view,Organic Search
E000668B,2023-12-27,C00667,purchase,Organic Search
E000669A,2023-12-28,C00668,page_view,Paid Social
E000669B,2023-12-28,C00668,purchase,Paid Social
E000670A,2023-12-31,C00669,page_view,Email
E000670B,2023-12-31,C00669,purchase,Email
E000671A,2024-01-01,C00670,page_view,Direct
E000671B,2024-01-01,C00670,purchase,Direct
E000672A,2024-01-01,C00671,page_view,Organic Search
E000672B,2024-01-01,C00671,purchase,Organic Search
E000673A,2024-01-03,C00672,page_view,Paid Social
E000673B,2024-01-03,C00672,purchase,Paid Social
E000674A,2024-01-04,C00673,page_view,Email
E000674B,2024-01-04,C00673,purchase,Email
E000675A,2024-01-04,C00674,page_view,Direct
E000675B,2024-01-04,C00674,purchase,Direct
E000676A,2024-01-04,C00675,page_view,Organic Search
E000676B,2024-01-04,C00675,purchase,Organic Search
E000677A,2024-01-06,C00676,page_view,Paid Social
E000677B,2024-01-06,C00676,purchase,Paid Social
E000678A,2024-01-07,C00677,page_view,Email
E000678B,2024-01-07,C00677,purchase,Email
E000679A,2024-01-08,C00678,page_view,Direct
E000679B,2024-01-08,C00678,purchase,Direct
E000680A,2024-01-08,C00679,page_view,Organic Search
E000680B,2024-01-08,C00679,purchase,Organic Search
E000681A,2024-01-08,C00680,page_view,Paid Social
E000681B,2024-01-08,C00680,purchase,Paid Social
E000682A,2024-01-09,C00681,page_view,Email
E000682B,2024-01-09,C00681,purchase,Email
E000683A,2024-01-09,C00682,page_view,Direct
E000683B,2024-01-09,C00682,purchase,Direct
E000684A,2024-01-10,C00683,page_view,Organic Search
E000684B,2024-01-10,C00683,purchase,Organic Search
E000685A,2024-01-10,C00684,page_view,Paid Social
E000685B,2024-01-10,C00684,purchase,Paid Social
E000686A,2024-01-10,C00685,page_view,Email
E000686B,2024-01-10,C00685,purchase,Email
E000687A,2024-01-11,C00686,page_view,Direct
E000687B,2024-01-11,C00686,purchase,Direct
E000688A,2024-01-13,C00687,page_view,Organic Search
E000688B,2024-01-13,C00687,purchase,Organic Search
E000689A,2024-01-13,C00688,page_view,Paid Social
E000689B,2024-01-13,C00688,purchase,Paid Social
E000690A,2024-01-13,C00689,page_view,Email
E000690B,2024-01-13,C00689,purchase,Email
E000691A,2024-01-13,C00690,page_view,Direct
E000691B,2024-01-13,C00690,purchase,Direct
E000692A,2024-01-14,C00691,page_view,Organic Search
E000692B,2024-01-14,C00691,purchase,Organic Search
E000693A,2024-01-14,C00692,page_view,Paid Social
E000693B,2024-01-14,C00692,purchase,Paid Social
E000694A,2024-01-16,C00693,page_view,Email
E000694B,2024-01-16,C00693,purchase,Email
E000695A,2024-01-16,C00694,page_view,Direct
E000695B,2024-01-16,C00694,purchase,Direct
E000696A,2024-01-17,C00695,page_view,Organic Search
E000696B,2024-01-17,C00695,purchase,Organic Search
E000697A,2024-01-17,C00696,page_view,Paid Social
E000697B,2024-01-17,C00696,purchase,Paid Social
E000698A,2024-01-18,C00697,page_view,Email
E000698B,2024-01-18,C00697,purchase,Email
E000699A,2024-01-19,C00698,page_view,Direct
E000699B,2024-01-19,C00698,purchase,Direct
E000700A,2024-01-19,C00699,page_view,Organic Search
E000700B,2024-01-19,C00699,purchase,Organic Search
E000701A,2024-01-19,C00700,page_view,Paid Social
E000701B,2024-01-19,C00700,purchase,Paid Social
E000702A,2024-01-20,C00701,page_view,Email
E000702B,2024-01-20,C00701,purchase,Email
E000703A,2024-01-20,C00702,page_view,Direct
E000703B,2024-01-20,C00702,purchase,Direct
E000704A,2024-01-21,C00703,page_view,Organic Search
E000704B,2024-01-21,C00703,purchase,Organic Search
E000705A,2024-01-21,C00704,page_view,Paid Social
E000705B,2024-01-21,C00704,purchase,Paid Social
E000706A,2024-01-21,C00705,page_view,Email
E000706B,2024-01-21,C00705,purchase,Email
E000707A,2024-01-22,C00706,page_view,Direct
E000707B,2024-01-22,C00706,purchase,Direct
E000708A,2024-01-22,C00707,page_view,Organic Search
E000708B,2024-01-22,C00707,purchase,Organic Search
E000709A,2024-01-24,C00708,page_view,Paid Social
E000709B,2024-01-24,C00708,purchase,Paid Social
E000710A,2024-01-24,C00709,page_view,Email
E000710B,2024-01-24,C00709,purchase,Email
E000711A,2024-01-27,C00710,page_view,Direct
E000711B,2024-01-27,C00710,purchase,Direct
E000712A,2024-01-27,C00711,page_view,Organic Search
E000712B,2024-01-27,C00711,purchase,Organic Search
E000713A,2024-01-28,C00712,page_view,Paid Social
E000713B,2024-01-28,C00712,purchase,Paid Social
E000714A,2024-01-29,C00713,page_view,Email
E000714B,2024-01-29,C00713,purchase,Email
E000715A,2024-01-30,C00714,page_view,Direct
E000715B,2024-01-30,C00714,purchase,Direct
E000716A,2024-01-31,C00715,page_view,Organic Search
E000716B,2024-01-31,C00715,purchase,Organic Search
E000717A,2024-01-31,C00716,page_view,Paid Social
E000717B,2024-01-31,C00716,purchase,Paid Social
E000718A,2024-01-31,C00717,page_view,Email
E000718B,2024-01-31,C00717,purchase,Email
E000719A,2024-02-02,C00718,page_view,Direct
E000719B,2024-02-02,C00718,purchase,Direct
E000720A,2024-02-02,C00719,page_view,Organic Search
E000720B,2024-02-02,C00719,purchase,Organic Search
E000721A,2024-02-03,C00720,page_view,Paid Social
E000721B,2024-02-03,C00720,purchase,Paid Social
E000722A,2024-02-03,C00721,page_view,Email
E000722B,2024-02-03,C00721,purchase,Email
E000723A,2024-02-04,C00722,page_view,Direct
E000723B,2024-02-04,C00722,purchase,Direct
E000724A,2024-02-04,C00723,page_view,Organic Search
E000724B,2024-02-04,C00723,purchase,Organic Search
E000725A,2024-02-04,C00724,page_view,Paid Social
E000725B,2024-02-04,C00724,purchase,Paid Social
E000726A,2024-02-07,C00725,page_view,Email
E000726B,2024-02-07,C00725,purchase,Email
E000727A,2024-02-07,C00726,page_view,Direct
E000727B,2024-02-07,C00726,purchase,Direct
E000728A,2024-02-07,C00727,page_view,Organic Search
E000728B,2024-02-07,C00727,purchase,Organic Search
E000729A,2024-02-08,C00728,page_view,Paid Social
E000729B,2024-02-08,C00728,purchase,Paid Social
E000730A,2024-02-08,C00729,page_view,Email
E000730B,2024-02-08,C00729,purchase,Email
E000731A,2024-02-10,C00730,page_view,Direct
E000731B,2024-02-10,C00730,purchase,Direct
E000732A,2024-02-10,C00731,page_view,Organic Search
E000732B,2024-02-10,C00731,purchase,Organic Search
E000733A,2024-02-11,C00732,page_view,Paid Social
E000733B,2024-02-11,C00732,purchase,Paid Social
E000734A,2024-02-11,C00733,page_view,Email
E000734B,2024-02-11,C00733,purchase,Email
E000735A,2024-02-12,C00734,page_view,Direct
E000735B,2024-02-12,C00734,purchase,Direct
E000736A,2024-02-13,C00735,page_view,Organic Search
E000736B,2024-02-13,C00735,purchase,Organic Search
E000737A,2024-02-13,C00736,page_view,Paid Social
E000737B,2024-02-13,C00736,purchase,Paid Social
E000738A,2024-02-14,C00737,page_view,Email
E000738B,2024-02-14,C00737,purchase,Email
E000739A,2024-02-14,C00738,page_view,Direct
E000739B,2024-02-14,C00738,purchase,Direct
E000740A,2024-02-15,C00448,page_view,Organic Search
E000740B,2024-02-15,C00448,purchase,Organic Search
E000741A,2024-02-16,C00739,page_view,Paid Social
E000741B,2024-02-16,C00739,purchase,Paid Social
E000742A,2024-02-17,C00740,page_view,Email
E000742B,2024-02-17,C00740,purchase,Email
E000743A,2024-02-18,C00741,page_view,Direct
E000743B,2024-02-18,C00741,purchase,Direct
E000744A,2024-02-18,C00742,page_view,Organic Search
E000744B,2024-02-18,C00742,purchase,Organic Search
E000745A,2024-02-18,C00743,page_view,Paid Social
E000745B,2024-02-18,C00743,purchase,Paid Social
E000746A,2024-02-21,C00744,page_view,Email
E000746B,2024-02-21,C00744,purchase,Email
E000747A,2024-02-21,C00745,page_view,Direct
E000747B,2024-02-21,C00745,purchase,Direct
E000748A,2024-02-21,C00746,page_view,Organic Search
E000748B,2024-02-21,C00746,purchase,Organic Search
E000749A,2024-02-21,C00747,page_view,Paid Social
E000749B,2024-02-21,C00747,purchase,Paid Social
E000750A,2024-02-23,C00748,page_view,Email
E000750B,2024-02-23,C00748,purchase,Email
E000751A,2024-02-25,C00749,page_view,Direct
E000751B,2024-02-25,C00749,purchase,Direct
E000752A,2024-02-27,C00750,page_view,Organic Search
E000752B,2024-02-27,C00750,purchase,Organic Search
E000753A,2024-02-27,C00751,page_view,Paid Social
E000753B,2024-02-27,C00751,purchase,Paid Social
E000754A,2024-02-27,C00752,page_view,Email
E000754B,2024-02-27,C00752,purchase,Email
E000755A,2024-03-02,C00753,page_view,Direct
E000755B,2024-03-02,C00753,purchase,Direct
E000756A,2024-03-03,C00754,page_view,Organic Search
E000756B,2024-03-03,C00754,purchase,Organic Search
E000757A,2024-03-04,C00755,page_view,Paid Social
E000757B,2024-03-04,C00755,purchase,Paid Social
E000758A,2024-03-05,C00756,page_view,Email
E000758B,2024-03-05,C00756,purchase,Email
E000759A,2024-03-05,C00757,page_view,Direct
E000759B,2024-03-05,C00757,purchase,Direct
E000760A,2024-03-05,C00758,page_view,Organic Search
E000760B,2024-03-05,C00758,purchase,Organic Search
E000761A,2024-03-05,C00759,page_view,Paid Social
E000761B,2024-03-05,C00759,purchase,Paid Social
E000762A,2024-03-06,C00760,page_view,Email
E000762B,2024-03-06,C00760,purchase,Email
E000763A,2024-03-06,C00761,page_view,Direct
E000763B,2024-03-06,C00761,purchase,Direct
E000764A,2024-03-07,C00762,page_view,Organic Search
E000764B,2024-03-07,C00762,purchase,Organic Search
E000765A,2024-03-07,C00763,page_view,Paid Social
E000765B,2024-03-07,C00763,purchase,Paid Social
E000766A,2024-03-07,C00764,page_view,Email
E000766B,2024-03-07,C00764,purchase,Email
E000767A,2024-03-08,C00765,page_view,Direct
E000767B,2024-03-08,C00765,purchase,Direct
E000768A,2024-03-08,C00766,page_view,Organic Search
E000768B,2024-03-08,C00766,purchase,Organic Search
E000769A,2024-03-08,C00767,page_view,Paid Social
E000769B,2024-03-08,C00767,purchase,Paid Social
E000770A,2024-03-09,C00768,page_view,Email
E000770B,2024-03-09,C00768,purchase,Email
E000771A,2024-03-10,C00769,page_view,Direct
E000771B,2024-03-10,C00769,purchase,Direct
E000772A,2024-03-10,C00770,page_view,Organic Search
E000772B,2024-03-10,C00770,purchase,Organic Search
E000773A,2024-03-10,C00771,page_view,Paid Social
E000773B,2024-03-10,C00771,purchase,Paid Social
E000774A,2024-03-13,C00772,page_view,Email
E000774B,2024-03-13,C00772,purchase,Email
E000775A,2024-03-13,C00773,page_view,Direct
E000775B,2024-03-13,C00773,purchase,Direct
E000776A,2024-03-13,C00774,page_view,Organic Search
E000776B,2024-03-13,C00774,purchase,Organic Search
E000777A,2024-03-16,C00775,page_view,Paid Social
E000777B,2024-03-16,C00775,purchase,Paid Social
E000778A,2024-03-17,C00776,page_view,Email
